DataMovimento;CodLinha;NomeLinha;TipoPassageiro;NomePassageiro;Demanda
18/02/2022;400;Osório de Paiva/Siqueira;12;Estudante com débito;254
18/02/2022;400;Osório de Paiva/Siqueira;15;Projovem;2
18/02/2022;400;Osório de Paiva/Siqueira;16;Grat. Deficiente - S/Acomp;9
18/02/2022;400;Osório de Paiva/Siqueira;37;VT Beneficio Piloto BUM;1
18/02/2022;401;Monte/Parangaba/Centro;3;Estudante;12
18/02/2022;401;Monte/Parangaba/Centro;4;Gratuidade Idoso;466
18/02/2022;401;Monte/Parangaba/Centro;5;Vale-transporte (vermelho);2
18/02/2022;401;Monte/Parangaba/Centro;9;Vt. Identificação;11
18/02/2022;401;Monte/Parangaba/Centro;11;Idoso Identificação;194
18/02/2022;401;Monte/Parangaba/Centro;12;Estudante com débito;315
18/02/2022;401;Monte/Parangaba/Centro;15;Projovem;1
18/02/2022;401;Monte/Parangaba/Centro;16;Grat. Deficiente - S/Acomp;21
18/02/2022;401;Monte/Parangaba/Centro;31;Vt. Institucional;1
18/02/2022;401;Monte/Parangaba/Centro;32;Gratuidade Infantil;1
18/02/2022;401;Monte/Parangaba/Centro;37;VT Beneficio Piloto BUM;2
18/02/2022;403;Parangaba/Centro/Expedicionários        ;3;Estudante;9
18/02/2022;403;Parangaba/Centro/Expedicionários        ;4;Gratuidade Idoso;394
18/02/2022;403;Parangaba/Centro/Expedicionários        ;5;Vale-transporte (vermelho);3
18/02/2022;403;Parangaba/Centro/Expedicionários        ;6;Crachá Empresas;13
18/02/2022;403;Parangaba/Centro/Expedicionários        ;9;Vt. Identificação;6
18/02/2022;403;Parangaba/Centro/Expedicionários        ;11;Idoso Identificação;225
18/02/2022;403;Parangaba/Centro/Expedicionários        ;12;Estudante com débito;329
18/02/2022;403;Parangaba/Centro/Expedicionários        ;15;Projovem;4
18/02/2022;403;Parangaba/Centro/Expedicionários        ;16;Grat. Deficiente - S/Acomp;41
18/02/2022;403;Parangaba/Centro/Expedicionários        ;32;Gratuidade Infantil;1
18/02/2022;403;Parangaba/Centro/Expedicionários        ;37;VT Beneficio Piloto BUM;6
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;3;Estudante;16
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;4;Gratuidade Idoso;110
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;5;Vale-transporte (vermelho);1
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;6;Crachá Empresas;1
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;9;Vt. Identificação;8
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;11;Idoso Identificação;39
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;12;Estudante com débito;94
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;15;Projovem;3
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;16;Grat. Deficiente - S/Acomp;1
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;32;Gratuidade Infantil;4
18/02/2022;404;Aeroporto/Benfica/Rodoviária            ;37;VT Beneficio Piloto BUM;1
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;3;Estudante;13
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;4;Gratuidade Idoso;663
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;5;Vale-transporte (vermelho);4
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;6;Crachá Empresas;8
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;9;Vt. Identificação;23
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;11;Idoso Identificação;489
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;12;Estudante com débito;586
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;15;Projovem;3
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;16;Grat. Deficiente - S/Acomp;82
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;31;Vt. Institucional;2
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;32;Gratuidade Infantil;1
18/02/2022;405;Parque Dois Irmãos/Expedicionários      ;37;VT Beneficio Piloto BUM;5
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;3;Estudante;36
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;4;Gratuidade Idoso;1615
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;5;Vale-transporte (vermelho);14
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;6;Crachá Empresas;24
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;9;Vt. Identificação;24
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;11;Idoso Identificação;586
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;12;Estudante com débito;1332
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;15;Projovem;13
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;16;Grat. Deficiente - S/Acomp;131
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;31;Vt. Institucional;1
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;32;Gratuidade Infantil;2
18/02/2022;406;Planalto Ayrton Senna/Expedicionários   ;37;VT Beneficio Piloto BUM;7
18/02/2022;407;José Walter/Expedicionários;3;Estudante;27
18/02/2022;407;José Walter/Expedicionários;4;Gratuidade Idoso;1056
18/02/2022;407;José Walter/Expedicionários;5;Vale-transporte (vermelho);5
18/02/2022;407;José Walter/Expedicionários;6;Crachá Empresas;12
18/02/2022;407;José Walter/Expedicionários;9;Vt. Identificação;44
18/02/2022;407;José Walter/Expedicionários;11;Idoso Identificação;617
18/02/2022;407;José Walter/Expedicionários;12;Estudante com débito;802
18/02/2022;407;José Walter/Expedicionários;15;Projovem;8
18/02/2022;407;José Walter/Expedicionários;16;Grat. Deficiente - S/Acomp;85
18/02/2022;407;José Walter/Expedicionários;32;Gratuidade Infantil;10
18/02/2022;407;José Walter/Expedicionários;37;VT Beneficio Piloto BUM;4
18/02/2022;411;Montese/Lagoa/Centro;3;Estudante;1
18/02/2022;411;Montese/Lagoa/Centro;4;Gratuidade Idoso;195
18/02/2022;411;Montese/Lagoa/Centro;5;Vale-transporte (vermelho);2
18/02/2022;411;Montese/Lagoa/Centro;9;Vt. Identificação;1
18/02/2022;411;Montese/Lagoa/Centro;11;Idoso Identificação;84
18/02/2022;411;Montese/Lagoa/Centro;12;Estudante com débito;152
18/02/2022;411;Montese/Lagoa/Centro;16;Grat. Deficiente - S/Acomp;11
18/02/2022;411;Montese/Lagoa/Centro;31;Vt. Institucional;1
18/02/2022;411;Montese/Lagoa/Centro;37;VT Beneficio Piloto BUM;2
18/02/2022;421;Montese/Lagoa/Parangaba/ED;3;Estudante;18
18/02/2022;421;Montese/Lagoa/Parangaba/ED;4;Gratuidade Idoso;236
18/02/2022;421;Montese/Lagoa/Parangaba/ED;6;Crachá Empresas;1
18/02/2022;421;Montese/Lagoa/Parangaba/ED;9;Vt. Identificação;14
18/02/2022;421;Montese/Lagoa/Parangaba/ED;11;Idoso Identificação;136
18/02/2022;421;Montese/Lagoa/Parangaba/ED;12;Estudante com débito;257
18/02/2022;421;Montese/Lagoa/Parangaba/ED;15;Projovem;1
18/02/2022;421;Montese/Lagoa/Parangaba/ED;16;Grat. Deficiente - S/Acomp;18
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;3;Estudante;15
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;4;Gratuidade Idoso;1242
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;5;Vale-transporte (vermelho);27
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;6;Crachá Empresas;1
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;9;Vt. Identificação;13
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;11;Idoso Identificação;325
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;12;Estudante com débito;981
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;15;Projovem;9
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;16;Grat. Deficiente - S/Acomp;89
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;28;Transbordo;15
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;31;Vt. Institucional;1
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;32;Gratuidade Infantil;1
18/02/2022;456;Planalto Ayrton Senna/Parangaba         ;37;VT Beneficio Piloto BUM;6
18/02/2022;466;Arvoredo/Parangaba                      ;3;Estudante;36
18/02/2022;466;Arvoredo/Parangaba                      ;4;Gratuidade Idoso;981
18/02/2022;466;Arvoredo/Parangaba                      ;5;Vale-transporte (vermelho);4
18/02/2022;466;Arvoredo/Parangaba                      ;6;Crachá Empresas;1
18/02/2022;466;Arvoredo/Parangaba                      ;9;Vt. Identificação;10
18/02/2022;466;Arvoredo/Parangaba                      ;11;Idoso Identificação;292
18/02/2022;466;Arvoredo/Parangaba                      ;12;Estudante com débito;655
18/02/2022;466;Arvoredo/Parangaba                      ;15;Projovem;6
18/02/2022;466;Arvoredo/Parangaba                      ;16;Grat. Deficiente - S/Acomp;50
18/02/2022;466;Arvoredo/Parangaba                      ;32;Gratuidade Infantil;1
18/02/2022;466;Arvoredo/Parangaba                      ;37;VT Beneficio Piloto BUM;4
18/02/2022;501;Bairro de Fátima                        ;3;Estudante;38
18/02/2022;501;Bairro de Fátima                        ;4;Gratuidade Idoso;80
18/02/2022;501;Bairro de Fátima                        ;9;Vt. Identificação;62
18/02/2022;501;Bairro de Fátima                        ;11;Idoso Identificação;31
18/02/2022;501;Bairro de Fátima                        ;12;Estudante com débito;71
18/02/2022;501;Bairro de Fátima                        ;16;Grat. Deficiente - S/Acomp;14
18/02/2022;502;Vila União                              ;3;Estudante;13
18/02/2022;502;Vila União                              ;4;Gratuidade Idoso;859
18/02/2022;502;Vila União                              ;5;Vale-transporte (vermelho);2
18/02/2022;502;Vila União                              ;9;Vt. Identificação;28
18/02/2022;502;Vila União                              ;11;Idoso Identificação;413
18/02/2022;502;Vila União                              ;12;Estudante com débito;547
18/02/2022;502;Vila União                              ;15;Projovem;8
18/02/2022;502;Vila União                              ;16;Grat. Deficiente - S/Acomp;57
18/02/2022;502;Vila União                              ;32;Gratuidade Infantil;3
18/02/2022;502;Vila União                              ;37;VT Beneficio Piloto BUM;12
18/02/2022;599;Estação BRT Fátima;4;Gratuidade Idoso;2063
18/02/2022;599;Estação BRT Fátima;5;Vale-transporte (vermelho);19
18/02/2022;599;Estação BRT Fátima;6;Crachá Empresas;2
18/02/2022;599;Estação BRT Fátima;11;Idoso Identificação;754
18/02/2022;599;Estação BRT Fátima;12;Estudante com débito;1560
18/02/2022;599;Estação BRT Fátima;16;Grat. Deficiente - S/Acomp;81
18/02/2022;599;Estação BRT Fátima;31;Vt. Institucional;6
18/02/2022;599;Estação BRT Fátima;32;Gratuidade Infantil;3
18/02/2022;599;Estação BRT Fátima;37;VT Beneficio Piloto BUM;11
18/02/2022;600;Messejana/Frei Cirilo/Expresso          ;3;Estudante;7
18/02/2022;600;Messejana/Frei Cirilo/Expresso          ;4;Gratuidade Idoso;848
18/02/2022;600;Messejana/Frei Cirilo/Expresso          ;5;Vale-transporte (vermelho);6
18/02/2022;600;Messejana/Frei Cirilo/Expresso          ;9;Vt. Identificação;24
18/02/2022;600;Messejana/Frei Cirilo/Expresso          ;11;Idoso Identificação;195
18/02/2022;600;Messejana/Frei Cirilo/Expresso          ;12;Estudante com débito;633
18/02/2022;600;Messejana/Frei Cirilo/Expresso          ;15;Projovem;3
18/02/2022;600;Messejana/Frei Cirilo/Expresso          ;16;Grat. Deficiente - S/Acomp;27
18/02/2022;600;Messejana/Frei Cirilo/Expresso          ;31;Vt. Institucional;2
18/02/2022;600;Messejana/Frei Cirilo/Expresso          ;37;VT Beneficio Piloto BUM;3
18/02/2022;601;Aerolândia;3;Estudante;70
18/02/2022;601;Aerolândia;4;Gratuidade Idoso;477
18/02/2022;601;Aerolândia;5;Vale-transporte (vermelho);10
18/02/2022;601;Aerolândia;9;Vt. Identificação;143
18/02/2022;601;Aerolândia;11;Idoso Identificação;147
18/02/2022;601;Aerolândia;12;Estudante com débito;382
18/02/2022;601;Aerolândia;15;Projovem;6
18/02/2022;601;Aerolândia;16;Grat. Deficiente - S/Acomp;39
18/02/2022;601;Aerolândia;32;Gratuidade Infantil;4
18/02/2022;601;Aerolândia;37;VT Beneficio Piloto BUM;1
18/02/2022;602;Parque Pio XII/Ana Gonçalves            ;3;Estudante;142
18/02/2022;602;Parque Pio XII/Ana Gonçalves            ;4;Gratuidade Idoso;473
18/02/2022;602;Parque Pio XII/Ana Gonçalves            ;5;Vale-transporte (vermelho);3
18/02/2022;602;Parque Pio XII/Ana Gonçalves            ;9;Vt. Identificação;82
18/02/2022;602;Parque Pio XII/Ana Gonçalves            ;11;Idoso Identificação;105
18/02/2022;602;Parque Pio XII/Ana Gonçalves            ;12;Estudante com débito;374
18/02/2022;602;Parque Pio XII/Ana Gonçalves            ;15;Projovem;13
18/02/2022;602;Parque Pio XII/Ana Gonçalves            ;16;Grat. Deficiente - S/Acomp;20
18/02/2022;602;Parque Pio XII/Ana Gonçalves            ;37;VT Beneficio Piloto BUM;5
18/02/2022;603;Jardim União/Centro                     ;3;Estudante;16
18/02/2022;603;Jardim União/Centro                     ;4;Gratuidade Idoso;1507
18/02/2022;603;Jardim União/Centro                     ;5;Vale-transporte (vermelho);19
18/02/2022;603;Jardim União/Centro                     ;9;Vt. Identificação;16
18/02/2022;603;Jardim União/Centro                     ;11;Idoso Identificação;627
18/02/2022;603;Jardim União/Centro                     ;12;Estudante com débito;1179
18/02/2022;603;Jardim União/Centro                     ;15;Projovem;9
18/02/2022;603;Jardim União/Centro                     ;16;Grat. Deficiente - S/Acomp;154
18/02/2022;603;Jardim União/Centro                     ;31;Vt. Institucional;2
18/02/2022;603;Jardim União/Centro                     ;32;Gratuidade Infantil;4
18/02/2022;603;Jardim União/Centro                     ;37;VT Beneficio Piloto BUM;1
18/02/2022;604;Dias Macedo/Centro                      ;3;Estudante;10
18/02/2022;604;Dias Macedo/Centro                      ;4;Gratuidade Idoso;532
18/02/2022;604;Dias Macedo/Centro                      ;5;Vale-transporte (vermelho);2
18/02/2022;604;Dias Macedo/Centro                      ;9;Vt. Identificação;8
18/02/2022;604;Dias Macedo/Centro                      ;11;Idoso Identificação;210
18/02/2022;604;Dias Macedo/Centro                      ;12;Estudante com débito;403
18/02/2022;604;Dias Macedo/Centro                      ;16;Grat. Deficiente - S/Acomp;36
18/02/2022;605;José Walter/Br 116/Av. I;3;Estudante;28
18/02/2022;605;José Walter/Br 116/Av. I;4;Gratuidade Idoso;952
18/02/2022;605;José Walter/Br 116/Av. I;5;Vale-transporte (vermelho);9
18/02/2022;605;José Walter/Br 116/Av. I;9;Vt. Identificação;23
18/02/2022;605;José Walter/Br 116/Av. I;11;Idoso Identificação;356
18/02/2022;605;José Walter/Br 116/Av. I;12;Estudante com débito;706
18/02/2022;605;José Walter/Br 116/Av. I;15;Projovem;5
18/02/2022;605;José Walter/Br 116/Av. I;16;Grat. Deficiente - S/Acomp;80
18/02/2022;605;José Walter/Br 116/Av. I;31;Vt. Institucional;1
18/02/2022;605;José Walter/Br 116/Av. I;32;Gratuidade Infantil;7
18/02/2022;605;José Walter/Br 116/Av. I;37;VT Beneficio Piloto BUM;3
18/02/2022;606;José Walter/Br 116/Av. N;3;Estudante;25
18/02/2022;606;José Walter/Br 116/Av. N;4;Gratuidade Idoso;1051
18/02/2022;606;José Walter/Br 116/Av. N;5;Vale-transporte (vermelho);12
18/02/2022;606;José Walter/Br 116/Av. N;9;Vt. Identificação;28
18/02/2022;606;José Walter/Br 116/Av. N;11;Idoso Identificação;424
18/02/2022;606;José Walter/Br 116/Av. N;12;Estudante com débito;818
18/02/2022;606;José Walter/Br 116/Av. N;15;Projovem;8
18/02/2022;606;José Walter/Br 116/Av. N;16;Grat. Deficiente - S/Acomp;62
18/02/2022;606;José Walter/Br 116/Av. N;31;Vt. Institucional;1
18/02/2022;606;José Walter/Br 116/Av. N;32;Gratuidade Infantil;5
18/02/2022;606;José Walter/Br 116/Av. N;37;VT Beneficio Piloto BUM;6
18/02/2022;609;Cidade Func/Sítio São José              ;3;Estudante;8
18/02/2022;609;Cidade Func/Sítio São José              ;4;Gratuidade Idoso;486
18/02/2022;609;Cidade Func/Sítio São José              ;5;Vale-transporte (vermelho);5
18/02/2022;609;Cidade Func/Sítio São José              ;6;Crachá Empresas;1
18/02/2022;609;Cidade Func/Sítio São José              ;9;Vt. Identificação;14
18/02/2022;609;Cidade Func/Sítio São José              ;11;Idoso Identificação;149
18/02/2022;609;Cidade Func/Sítio São José              ;12;Estudante com débito;438
18/02/2022;609;Cidade Func/Sítio São José              ;15;Projovem;4
18/02/2022;609;Cidade Func/Sítio São José              ;16;Grat. Deficiente - S/Acomp;13
18/02/2022;609;Cidade Func/Sítio São José              ;31;Vt. Institucional;1
18/02/2022;610;Cidade Func/Cj Alvorada                 ;3;Estudante;12
18/02/2022;610;Cidade Func/Cj Alvorada                 ;4;Gratuidade Idoso;707
18/02/2022;610;Cidade Func/Cj Alvorada                 ;5;Vale-transporte (vermelho);8
18/02/2022;610;Cidade Func/Cj Alvorada                 ;9;Vt. Identificação;13
18/02/2022;610;Cidade Func/Cj Alvorada                 ;11;Idoso Identificação;257
18/02/2022;610;Cidade Func/Cj Alvorada                 ;12;Estudante com débito;640
18/02/2022;610;Cidade Func/Cj Alvorada                 ;15;Projovem;4
18/02/2022;610;Cidade Func/Cj Alvorada                 ;16;Grat. Deficiente - S/Acomp;27
18/02/2022;610;Cidade Func/Cj Alvorada                 ;37;VT Beneficio Piloto BUM;3
18/02/2022;611;Cidade Func/Cofeco/Lago Jacarey         ;2;Popular;2
18/02/2022;611;Cidade Func/Cofeco/Lago Jacarey         ;3;Estudante;3
18/02/2022;611;Cidade Func/Cofeco/Lago Jacarey         ;4;Gratuidade Idoso;205
18/02/2022;611;Cidade Func/Cofeco/Lago Jacarey         ;5;Vale-transporte (vermelho);11
18/02/2022;611;Cidade Func/Cofeco/Lago Jacarey         ;9;Vt. Identificação;28
18/02/2022;611;Cidade Func/Cofeco/Lago Jacarey         ;11;Idoso Identificação;36
18/02/2022;611;Cidade Func/Cofeco/Lago Jacarey         ;12;Estudante com débito;170
18/02/2022;611;Cidade Func/Cofeco/Lago Jacarey         ;16;Grat. Deficiente - S/Acomp;3
18/02/2022;611;Cidade Func/Cofeco/Lago Jacarey         ;31;Vt. Institucional;1
18/02/2022;611;Cidade Func/Cofeco/Lago Jacarey         ;32;Gratuidade Infantil;1
18/02/2022;612;Cj Tancredo Neves;3;Estudante;17
18/02/2022;612;Cj Tancredo Neves;4;Gratuidade Idoso;704
18/02/2022;612;Cj Tancredo Neves;5;Vale-transporte (vermelho);2
18/02/2022;612;Cj Tancredo Neves;9;Vt. Identificação;15
18/02/2022;612;Cj Tancredo Neves;11;Idoso Identificação;177
18/02/2022;612;Cj Tancredo Neves;12;Estudante com débito;511
18/02/2022;612;Cj Tancredo Neves;16;Grat. Deficiente - S/Acomp;37
18/02/2022;612;Cj Tancredo Neves;31;Vt. Institucional;3
18/02/2022;612;Cj Tancredo Neves;32;Gratuidade Infantil;1
18/02/2022;612;Cj Tancredo Neves;37;VT Beneficio Piloto BUM;2
18/02/2022;613;Barroso/Jardim Viôleta                  ;3;Estudante;6
18/02/2022;613;Barroso/Jardim Viôleta                  ;4;Gratuidade Idoso;651
18/02/2022;613;Barroso/Jardim Viôleta                  ;9;Vt. Identificação;6
18/02/2022;613;Barroso/Jardim Viôleta                  ;11;Idoso Identificação;219
18/02/2022;613;Barroso/Jardim Viôleta                  ;12;Estudante com débito;538
18/02/2022;613;Barroso/Jardim Viôleta                  ;15;Projovem;4
18/02/2022;613;Barroso/Jardim Viôleta                  ;16;Grat. Deficiente - S/Acomp;48
18/02/2022;613;Barroso/Jardim Viôleta                  ;31;Vt. Institucional;2
18/02/2022;613;Barroso/Jardim Viôleta                  ;32;Gratuidade Infantil;4
18/02/2022;616;Lagoa Redonda I                         ;4;Gratuidade Idoso;351
18/02/2022;616;Lagoa Redonda I                         ;5;Vale-transporte (vermelho);1
18/02/2022;616;Lagoa Redonda I                         ;9;Vt. Identificação;2
18/02/2022;616;Lagoa Redonda I                         ;11;Idoso Identificação;225
18/02/2022;616;Lagoa Redonda I                         ;12;Estudante com débito;364
18/02/2022;616;Lagoa Redonda I                         ;15;Projovem;3
18/02/2022;616;Lagoa Redonda I                         ;16;Grat. Deficiente - S/Acomp;24
18/02/2022;616;Lagoa Redonda I                         ;31;Vt. Institucional;1
18/02/2022;616;Lagoa Redonda I                         ;32;Gratuidade Infantil;3
18/02/2022;616;Lagoa Redonda I                         ;37;VT Beneficio Piloto BUM;2
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;2;Popular;2
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;3;Estudante;3
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;4;Gratuidade Idoso;382
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;5;Vale-transporte (vermelho);3
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;9;Vt. Identificação;4
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;11;Idoso Identificação;165
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;12;Estudante com débito;410
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;15;Projovem;3
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;16;Grat. Deficiente - S/Acomp;19
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;31;Vt. Institucional;1
18/02/2022;617;Lagoa Redonda/Abreulândia/Direita       ;37;VT Beneficio Piloto BUM;2
18/02/2022;618;Parque Santa Rosa/Messejana             ;2;Popular;3
18/02/2022;618;Parque Santa Rosa/Messejana             ;3;Estudante;16
18/02/2022;618;Parque Santa Rosa/Messejana             ;4;Gratuidade Idoso;857
18/02/2022;618;Parque Santa Rosa/Messejana             ;5;Vale-transporte (vermelho);3
18/02/2022;618;Parque Santa Rosa/Messejana             ;9;Vt. Identificação;8
18/02/2022;618;Parque Santa Rosa/Messejana             ;11;Idoso Identificação;191
18/02/2022;618;Parque Santa Rosa/Messejana             ;12;Estudante com débito;587
18/02/2022;618;Parque Santa Rosa/Messejana             ;15;Projovem;8
18/02/2022;618;Parque Santa Rosa/Messejana             ;16;Grat. Deficiente - S/Acomp;30
18/02/2022;618;Parque Santa Rosa/Messejana             ;31;Vt. Institucional;1
18/02/2022;618;Parque Santa Rosa/Messejana             ;32;Gratuidade Infantil;3
18/02/2022;618;Parque Santa Rosa/Messejana             ;37;VT Beneficio Piloto BUM;5
18/02/2022;619;Paupina                                 ;4;Gratuidade Idoso;241
18/02/2022;619;Paupina                                 ;6;Crachá Empresas;1
18/02/2022;619;Paupina                                 ;9;Vt. Identificação;2
18/02/2022;619;Paupina                                 ;11;Idoso Identificação;93
18/02/2022;619;Paupina                                 ;12;Estudante com débito;160
18/02/2022;619;Paupina                                 ;15;Projovem;5
18/02/2022;619;Paupina                                 ;16;Grat. Deficiente - S/Acomp;24
18/02/2022;619;Paupina                                 ;32;Gratuidade Infantil;1
18/02/2022;619;Paupina                                 ;37;VT Beneficio Piloto BUM;1
18/02/2022;620;Corujão/Messejana/Barroso/Pedras;4;Gratuidade Idoso;39
18/02/2022;620;Corujão/Messejana/Barroso/Pedras;5;Vale-transporte (vermelho);2
18/02/2022;620;Corujão/Messejana/Barroso/Pedras;12;Estudante com débito;18
18/02/2022;620;Corujão/Messejana/Barroso/Pedras;16;Grat. Deficiente - S/Acomp;2
18/02/2022;620;Corujão/Messejana/Barroso/Pedras;31;Vt. Institucional;2
18/02/2022;621;Pedras I                                ;3;Estudante;7
18/02/2022;621;Pedras I                                ;4;Gratuidade Idoso;879
18/02/2022;621;Pedras I                                ;5;Vale-transporte (vermelho);12
18/02/2022;621;Pedras I                                ;9;Vt. Identificação;6
18/02/2022;621;Pedras I                                ;11;Idoso Identificação;231
18/02/2022;621;Pedras I                                ;12;Estudante com débito;632
18/02/2022;621;Pedras I                                ;15;Projovem;3
18/02/2022;621;Pedras I                                ;16;Grat. Deficiente - S/Acomp;49
18/02/2022;621;Pedras I                                ;31;Vt. Institucional;3
18/02/2022;621;Pedras I                                ;32;Gratuidade Infantil;5
18/02/2022;621;Pedras I                                ;37;VT Beneficio Piloto BUM;7
18/02/2022;622;Pedras II                               ;3;Estudante;3
18/02/2022;622;Pedras II                               ;4;Gratuidade Idoso;796
18/02/2022;622;Pedras II                               ;5;Vale-transporte (vermelho);9
18/02/2022;622;Pedras II                               ;9;Vt. Identificação;7
18/02/2022;622;Pedras II                               ;11;Idoso Identificação;197
18/02/2022;622;Pedras II                               ;12;Estudante com débito;538
18/02/2022;622;Pedras II                               ;15;Projovem;2
18/02/2022;622;Pedras II                               ;16;Grat. Deficiente - S/Acomp;54
18/02/2022;622;Pedras II                               ;32;Gratuidade Infantil;5
18/02/2022;622;Pedras II                               ;37;VT Beneficio Piloto BUM;7
18/02/2022;625;Parque Manibura/Borges de Melo          ;3;Estudante;11
18/02/2022;625;Parque Manibura/Borges de Melo          ;4;Gratuidade Idoso;254
18/02/2022;625;Parque Manibura/Borges de Melo          ;5;Vale-transporte (vermelho);1
18/02/2022;625;Parque Manibura/Borges de Melo          ;9;Vt. Identificação;14
18/02/2022;625;Parque Manibura/Borges de Melo          ;11;Idoso Identificação;180
18/02/2022;625;Parque Manibura/Borges de Melo          ;12;Estudante com débito;243
18/02/2022;625;Parque Manibura/Borges de Melo          ;15;Projovem;2
18/02/2022;625;Parque Manibura/Borges de Melo          ;16;Grat. Deficiente - S/Acomp;30
18/02/2022;625;Parque Manibura/Borges de Melo          ;31;Vt. Institucional;1
18/02/2022;625;Parque Manibura/Borges de Melo          ;32;Gratuidade Infantil;3
18/02/2022;626;Lagoa Redonda II                        ;2;Popular;2
18/02/2022;626;Lagoa Redonda II                        ;3;Estudante;6
18/02/2022;626;Lagoa Redonda II                        ;4;Gratuidade Idoso;494
18/02/2022;626;Lagoa Redonda II                        ;5;Vale-transporte (vermelho);3
18/02/2022;626;Lagoa Redonda II                        ;9;Vt. Identificação;5
18/02/2022;626;Lagoa Redonda II                        ;11;Idoso Identificação;237
18/02/2022;626;Lagoa Redonda II                        ;12;Estudante com débito;517
18/02/2022;626;Lagoa Redonda II                        ;15;Projovem;1
18/02/2022;626;Lagoa Redonda II                        ;16;Grat. Deficiente - S/Acomp;49
18/02/2022;626;Lagoa Redonda II                        ;32;Gratuidade Infantil;4
18/02/2022;626;Lagoa Redonda II                        ;37;VT Beneficio Piloto BUM;4
18/02/2022;627;Lagoa Redonda/Papicu                    ;2;Popular;1
18/02/2022;627;Lagoa Redonda/Papicu                    ;3;Estudante;15
18/02/2022;627;Lagoa Redonda/Papicu                    ;4;Gratuidade Idoso;751
18/02/2022;627;Lagoa Redonda/Papicu                    ;5;Vale-transporte (vermelho);23
18/02/2022;627;Lagoa Redonda/Papicu                    ;9;Vt. Identificação;5
18/02/2022;627;Lagoa Redonda/Papicu                    ;11;Idoso Identificação;294
18/02/2022;627;Lagoa Redonda/Papicu                    ;12;Estudante com débito;766
18/02/2022;627;Lagoa Redonda/Papicu                    ;15;Projovem;4
18/02/2022;627;Lagoa Redonda/Papicu                    ;16;Grat. Deficiente - S/Acomp;34
18/02/2022;627;Lagoa Redonda/Papicu                    ;31;Vt. Institucional;5
18/02/2022;627;Lagoa Redonda/Papicu                    ;32;Gratuidade Infantil;2
18/02/2022;627;Lagoa Redonda/Papicu                    ;37;VT Beneficio Piloto BUM;2
